Date,close,open,high,low,volume,SMA_20,RSI,ATR,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,target
2010-08-11,1199.2,1206.9,1210.2,1194.2,117460.0,1188.7549999999999,51.36982866511156,17.344502832674912,-2.078964172398628,3.4763351712746147,-5.5552993436732425,1
2010-08-12,1216.7,1200.6,1218.5,1199.5,124750.0,1189.175,59.29246881851074,17.484402893989117,-0.1368851520114731,4.334731353329415,-4.471616505340888,0
2010-08-13,1216.6,1216.1,1219.8,1212.3,73010.0,1190.595,59.233084044101524,16.77018031018683,1.378269466833217,4.679908777739284,-3.3016393109060673,0
2010-08-16,1226.2,1216.5,1229.5,1216.2,79250.0,1192.81,63.05823943757901,16.52197114648803,3.3154616101808188,5.29368073686951,-1.9782191266886904,0
2010-08-17,1228.3,1227.0,1231.1,1224.3,59880.0,1194.64,63.85714676404183,15.826662458167284,4.962943071661812,5.552929758680402,-0.5899866870185901,0
2010-08-18,1231.4,1226.8,1234.4,1218.9,100670.0,1196.62,65.05843774338426,15.80330190363303,6.444440591948478,5.6275418231736545,0.8168987687748235,0
2010-08-19,1235.4,1231.0,1239.5,1229.5,86560.0,1198.6100000000001,66.60099838903544,15.388326364411384,7.850805423033989,5.627125323407332,2.223680099626657,0
2010-08-20,1228.8,1234.2,1235.6,1223.6,74830.0,1200.66,61.756475018771724,15.14605694619111,8.336694616357363,4.890411613384565,3.446283002972798,0
2010-08-23,1228.5,1229.2,1234.0,1223.5,56770.0,1202.9299999999998,61.53736048631193,14.813882402768396,8.598440341994092,4.121725871217034,4.476714470777058,0
2010-08-24,1233.4,1227.3,1237.5,1211.7,136560.0,1206.7,63.79677273435114,15.599293030330188,9.096407046216655,3.6957540603516774,5.400652985864977,0
2010-08-25,1241.3,1232.1,1243.4,1230.9,107820.0,1210.7450000000001,67.14751003359385,15.377734755247642,10.01308857179015,3.6899484687401376,6.323140103050012,0
2010-08-26,1237.7,1242.4,1246.0,1235.1,78450.0,1214.0700000000002,64.23013654750673,15.057654820868603,10.329997589583627,3.205485989226892,7.124511600356735,0
2010-08-27,1237.9,1239.1,1244.2,1233.5,86010.0,1216.77,64.32287591636786,14.746175323076343,10.476521776292657,2.681608140748737,7.79491363554392,0
2010-08-30,1239.2,1238.9,1240.4,1235.0,38820.0,1219.46,64.95882673786309,14.078156355518775,10.57563307042301,2.224575547903271,8.351057522519739,0
2010-08-31,1250.3,1238.7,1251.8,1233.5,109430.0,1222.6,69.89349874556899,14.37989907617251,11.418234419722921,2.453741517762545,8.964492901960377,0
2010-09-01,1248.1,1250.3,1256.6,1244.1,109810.0,1225.21,67.85392682478219,14.245545131474763,11.77277126695526,2.2466226919959063,9.526148574959354,0
2010-09-02,1253.4,1245.6,1255.2,1245.3,73900.0,1227.915,70.11634959246608,13.934987128967817,12.339171688382748,2.2504184907387152,10.088753197644033,0
2010-09-03,1251.1,1253.2,1255.6,1239.2,107020.0,1230.2050000000002,67.88356351342782,14.111144763160997,12.458839577667504,1.8960691040187765,10.562770473648728,0
2010-09-06,1259.3,1250.3,1261.6,1246.4,109660.0,1233.04,71.38245800471341,14.188955118068286,13.06474644730497,2.0015807789249926,11.063165668379977,0
2010-09-08,1257.5,1257.3,1264.7,1254.6,107210.0,1236.0149999999999,69.59022258250964,13.896764919488918,13.2469840637184,1.747054716270739,11.499929347447662,0
2010-09-09,1250.9,1256.7,1260.5,1243.5,119780.0,1238.6,63.31319677633459,14.118510524569182,12.712304315168012,0.9698999741762808,11.742404340991731,1
2010-09-10,1246.5,1245.8,1253.0,1237.9,103130.0,1240.0900000000001,59.462475385201486,14.188642159361583,11.797528964421417,0.044099698743748306,11.753429265677669,1
2010-09-13,1247.1,1247.3,1251.0,1242.3,77440.0,1241.615,59.82133666128497,13.796465210888236,10.994243103130884,-0.6073489300374284,11.601592033168313,1
2010-09-14,1271.7,1246.6,1276.5,1246.0,170220.0,1243.8899999999999,71.1126716045906,14.98994525036184,12.201990726300437,0.48031895450569806,11.721671771794739,0
2010-09-15,1268.7,1270.2,1273.5,1264.5,102680.0,1245.91,68.58146612504284,14.561968677942849,12.769861476916958,0.8385517640977742,11.931309712819184,1
2010-09-16,1273.8,1269.1,1279.5,1266.1,99890.0,1248.0300000000002,70.50359747957259,14.478948698368066,13.476086578090644,1.235821492217168,12.240265085873476,1
2010-09-17,1277.5,1276.8,1284.4,1273.0,99450.0,1250.135,71.84916253137462,14.258969127794327,14.170979901482042,1.5445718524868521,12.62640804899519,0
2010-09-20,1280.8,1277.7,1285.2,1275.6,81220.0,1252.7350000000001,73.03084263729035,13.92610881308168,14.817167207256034,1.7526073266086755,13.064559880647359,0
2010-09-21,1274.3,1280.4,1292.4,1272.0,147880.0,1255.025,67.05973957345459,14.388628712800804,14.636064188050568,1.257203445922567,13.378860742128001,1
2010-09-22,1292.1,1288.7,1298.0,1287.5,124140.0,1257.9599999999998,73.45932153303042,15.05385901477862,15.74732462385191,1.8947711053791245,13.852553518472785,0
2010-09-23,1296.3,1292.7,1297.5,1288.2,106550.0,1260.71,74.707920816429,14.64279314208124,16.77355630860984,2.336802232109644,14.436754076500197,0
2010-09-24,1298.1,1293.8,1301.6,1290.6,110500.0,1263.73,75.24541601724222,14.382548986911742,17.530022086598137,2.4746144080783523,15.055407678519785,0
2010-09-27,1298.6,1299.2,1301.3,1295.2,76830.0,1266.7649999999999,75.40179402446175,13.79084408822517,17.96280841309499,2.325920587660164,15.636887825434826,0
2010-09-28,1308.3,1296.8,1311.8,1276.2,205180.0,1270.22,78.26974240439898,15.348871400227178,18.87097082373407,2.587266398639393,16.283704425094676,1
2010-09-29,1310.3,1310.8,1314.8,1306.1,118740.0,1273.22,78.81811463548007,14.873886773956444,19.526984440915612,2.594624012656748,16.932360428258864,1
2010-09-30,1309.6,1310.8,1317.5,1297.0,166310.0,1276.2949999999998,78.07547530747351,15.27580326563183,19.762585030548962,2.2641796818320756,17.498405348716886,1
2010-10-01,1317.8,1309.6,1322.0,1307.3,114680.0,1279.5149999999999,80.40466610760222,15.234669589405177,20.376088797007696,2.302146758632645,18.07394203837505,1
2010-10-04,1316.8,1319.7,1321.3,1313.4,76020.0,1282.8,79.29827305631231,14.710706997277459,20.544775921190194,1.976667106252112,18.568108814938082,1
2010-10-05,1340.3,1316.1,1342.9,1313.3,148410.0,1286.85,84.64538853881675,15.774336541005187,22.31745357208888,2.999475805720639,19.31797776636824,0
2010-10-06,1347.7,1341.3,1351.0,1340.0,136380.0,1291.3600000000001,85.88200376708596,15.433280162306897,24.04228701855277,3.779447401747621,20.26283961680515,0
2010-10-07,1335.0,1350.5,1366.0,1326.5,267430.0,1295.565,74.75467764553566,17.15248295527734,24.1065606644313,3.0749768381009197,21.03158382633038,1
2010-10-08,1345.3,1334.2,1350.8,1325.6,190660.0,1300.5049999999999,77.32110367154338,17.72735260313988,24.70385129109468,2.937813971811437,21.766037319283242,1
2010-10-11,1354.4,1348.9,1356.3,1341.1,107010.0,1305.87,79.32124661821769,17.54681371055197,25.616214587869763,3.080141814869215,22.536072773000548,0
2010-10-12,1346.7,1354.9,1356.3,1341.4,135280.0,1309.62,73.42070741491133,17.3577422592397,25.424861449014315,2.311030940811012,23.113830508203304,1
2010-10-13,1370.5,1351.5,1375.7,1350.0,182480.0,1314.7099999999998,78.69588011042083,18.189386539200456,26.883774386389405,3.0159551025488796,23.867819283840525,-1
2010-10-14,1377.6,1372.6,1388.1,1371.1,184980.0,1319.9,79.97284400951801,18.14728494148125,28.286811310128996,3.535193621030775,24.75161768909822,-1
2010-10-15,1372.0,1381.7,1386.4,1362.7,196830.0,1324.625,76.09843802877147,18.543929834092292,28.616976292430536,3.0922868826658494,25.524689409764687,-1
2010-10-18,1372.1,1371.0,1375.6,1353.2,134150.0,1329.19,76.12068552270631,18.819377854365104,28.55751038064477,2.426256776704065,26.131253603940706,-1
2010-10-19,1336.0,1370.6,1371.7,1328.4,252500.0,1332.275,55.894438843010896,20.596651648621222,25.305706485306473,-0.6604376949073867,25.96614418021386,0
2010-10-20,1344.2,1334.4,1348.1,1331.1,162770.0,1334.88,58.58627276333664,20.33973634875246,23.12374381533732,-2.2739202919012342,25.397664107238555,0
2010-10-21,1325.6,1345.2,1349.6,1318.2,209170.0,1336.3449999999998,50.9850793369062,21.129788335197997,19.666949771169584,-4.584571468855177,24.25152124002476,0
2010-10-22,1325.1,1325.8,1328.8,1315.6,147230.0,1337.6950000000002,50.794295053252206,20.563352810319273,16.69462452549783,-6.04551737162155,22.74014189711938,1
2010-10-25,1338.9,1329.3,1349.5,1329.3,149220.0,1339.71,55.719310902876934,20.83740895453538,15.276482244410317,-5.97092772216725,21.247409966577568,0
2010-10-26,1338.6,1340.3,1343.8,1328.1,156540.0,1341.225,55.58905173731524,20.47043884216426,13.967379519975111,-5.824024357281967,19.79140387725708,0
2010-10-27,1322.6,1340.4,1343.7,1318.6,160010.0,1341.84,49.008565875373435,20.801132099395417,11.506203544762911,-6.628160265995334,18.134363810758245,1
2010-10-28,1342.5,1325.3,1346.2,1322.9,148660.0,1343.4850000000001,55.98713121150016,21.001057027126745,11.03427133005539,-5.680073984562284,16.714345314617674,1
2010-10-29,1357.6,1344.5,1359.8,1335.2,167820.0,1345.475,60.41420579922236,21.25813129799102,11.743335591123923,-3.9768077787950027,15.720143369918926,1
2010-11-01,1350.6,1359.7,1366.4,1349.1,126690.0,1347.165,57.52549982942728,20.975400571270328,11.606638523971242,-3.2908038767581473,14.897442400729389,1
2010-11-02,1356.9,1351.6,1359.9,1350.2,116110.0,1347.995,59.406744751558435,20.16999613434114,11.869834399860338,-2.4220864006952425,14.29192080055558,1
2010-11-03,1337.6,1357.3,1364.8,1325.5,258030.0,1347.49,51.83278411591368,21.536454413719635,10.401172087239502,-3.112598970652865,13.513771057892367,1
2010-11-04,1383.1,1349.0,1393.4,1346.7,241400.0,1349.895,63.61134154702165,23.983899476629066,12.761608485189072,-0.6017300581626372,13.36333854335171,0
2010-11-05,1397.7,1392.5,1398.7,1371.9,241400.0,1352.5149999999999,66.4466637036208,24.185053249779237,15.630194170361165,1.8134845016075634,13.816709668753601,0
2010-11-08,1403.2,1397.0,1410.4,1386.6,176900.0,1354.9550000000002,67.47480038667534,24.157548971908316,18.138286155377955,3.457261189299482,14.681024966078473,-1
2010-11-09,1410.1,1410.0,1424.3,1382.2,310220.0,1358.125,68.76777258834773,25.439173139867503,20.447038723064907,4.612811005589148,15.834227717475759,-1
2010-11-10,1399.3,1392.9,1410.0,1383.4,281250.0,1359.565,64.44914527183195,25.529233540462133,21.161337302043876,4.261687667654492,16.899649634389384,-1
2010-11-11,1403.3,1403.0,1417.6,1396.5,178470.0,1360.85,65.3178802782431,25.21285534777405,21.798906418884144,3.919405427595809,17.879500991288335,-1
2010-11-12,1365.5,1408.3,1410.0,1359.3,301690.0,1360.5249999999999,52.30923345046882,27.03338902147283,19.034621180866225,0.9240961516623116,18.110525029203913,0
2010-11-15,1368.5,1371.0,1376.6,1354.8,199640.0,1360.3449999999998,53.10744512303704,26.659571069492415,16.89126811767983,-0.9754055292192696,17.8666736468991,0
2010-11-16,1338.4,1359.8,1364.3,1329.0,296970.0,1360.465,44.973989369014326,27.576754703994073,12.618370212132731,-4.198642747813093,16.817012959945824,0
2010-11-17,1336.9,1341.0,1344.6,1330.1,174180.0,1360.1,44.60735295308842,26.64269120807024,9.007200967477502,-6.247849593974658,15.25505056145216,1
2010-11-18,1353.0,1336.0,1359.0,1334.0,197600.0,1361.47,49.37755328363732,26.525355003317,7.3596216337166425,-6.3163431421884155,13.675964775905058,0
2010-11-19,1352.3,1353.8,1362.9,1341.0,166010.0,1362.8300000000002,49.17925302789024,26.194969578755394,5.929072336511126,-6.1975139515151465,12.126586288026273,0
2010-11-22,1357.8,1357.0,1367.4,1347.9,182130.0,1363.775,50.84946387640319,25.71675353552002,5.179450267914035,-5.557708816089791,10.737159084003826,0
2010-11-23,1377.6,1365.8,1382.9,1355.6,249520.0,1365.725,56.404184787883004,25.829843431793265,6.112601635618148,-3.699645958708544,9.812247594326692,0
2010-11-24,1373.0,1377.1,1381.0,1368.7,189890.0,1368.245,54.853180068532374,24.863419194945113,6.407092289681486,-2.7241242437161652,9.131216533397652,0
2010-11-25,1362.4,1372.0,1374.9,1350.1,138420.0,1369.24,51.34915042131291,24.85888922263908,5.719219243267389,-2.7295978321042114,8.4488170753716,1
2010-11-29,1367.5,1365.0,1370.7,1354.5,184840.0,1369.7350000000001,52.90785366995989,24.24039335594917,5.52194868846118,-2.3414947095283374,7.863443397989517,1
2010-11-30,1386.1,1368.5,1391.1,1364.0,169680.0,1371.5099999999998,58.17134986106834,24.44465213236509,6.788224479556675,-0.8601751347462745,7.648399614302949,0
2010-12-01,1388.3,1387.7,1398.3,1383.0,163760.0,1373.0800000000002,58.7585073752352,23.79145925279467,7.878460789052269,0.1840489397994558,7.6944118492528135,0
2010-12-02,1389.3,1387.6,1399.7,1383.8,134390.0,1375.665,59.039958612968746,23.22778083410691,8.72262358664534,0.8225693899140216,7.900054196731319,0
2010-12-03,1406.2,1387.1,1417.0,1385.3,159640.0,1376.8200000000002,63.56533731891441,23.832942095202913,10.632749726222528,2.1861564235929656,8.446593302629562,0
2010-12-06,1416.1,1415.1,1429.4,1409.8,144120.0,1377.74,65.93933780033694,23.78773175482582,12.797859952657745,3.481013320022546,9.3168466326352,0
2010-12-07,1409.0,1426.0,1432.5,1396.7,206640.0,1378.03,62.780005992794344,24.64575427622147,13.781945059378586,3.5720787413947086,10.209866317983877,0
2010-12-08,1383.2,1401.3,1405.4,1372.1,218900.0,1376.685,52.86746136292201,25.52106072602663,12.337773048298232,1.7023253842514823,10.63544766404675,0
2010-12-09,1392.8,1383.0,1395.6,1381.1,125990.0,1376.3600000000001,55.67210156754941,24.733839443847284,11.831509813995126,0.9568497199587007,10.874660094036425,0
2010-12-10,1384.9,1388.3,1393.0,1372.7,133230.0,1375.44,52.88331342634462,24.41713563314792,10.669833378982958,-0.16386137204277418,10.833694751025732,0
2010-12-13,1398.0,1385.0,1400.2,1380.8,112380.0,1377.065,56.75207585497482,24.058767758537993,10.683108726150067,-0.12046881990053393,10.803577546050601,0
2010-12-14,1404.3,1395.2,1408.9,1392.4,134950.0,1378.855,58.516202512623856,23.518854315714474,11.074328912949113,0.21660109351880763,10.857727819430306,0
2010-12-15,1386.2,1396.7,1398.0,1378.2,151370.0,1381.2450000000001,51.95860593940043,23.703222327559676,9.810762632943124,-0.8375721491897448,10.648334782132869,0
2010-12-16,1371.0,1378.9,1387.3,1361.6,179530.0,1382.95,47.17725195851539,23.84584963673258,7.496449876437737,-2.521507924556106,10.017957800993843,0
2010-12-17,1379.2,1370.4,1379.8,1365.4,104810.0,1384.2599999999998,49.85796490200881,23.171144630388103,6.251943302236214,-3.0128115990061044,9.264754901242318,0
2010-12-20,1386.1,1378.9,1388.9,1376.6,96160.0,1385.95,52.062536910138824,22.39463273844391,5.756082672280627,-2.806937783169353,8.56302045544998,0
2010-12-21,1388.8,1386.1,1393.0,1381.4,83430.0,1387.5,52.93455177467789,21.623586103356224,5.517376108386088,-2.4365154776511133,7.9538915860372015,0
2010-12-22,1387.4,1386.3,1391.7,1383.5,61950.0,1387.9900000000002,52.40226235573926,20.66475686234634,5.155798303530219,-2.238474626005587,7.394272929535806,0
2010-12-23,1380.5,1386.1,1389.0,1372.6,81030.0,1388.3650000000002,49.747152129829225,20.360130881808704,4.26332796293309,-2.5047559732821725,6.7680839362152625,1
2010-12-27,1382.9,1378.9,1387.0,1372.7,44350.0,1389.3899999999999,50.683149622078,19.927263743217196,3.7069671210074375,-2.448893452166261,6.155860573173698,1
2010-12-28,1405.6,1384.2,1407.5,1383.1,105800.0,1391.295,58.54751794727356,20.26103108196878,5.039653445755221,-0.8929657019347825,5.932619147690003,0
2010-12-29,1413.5,1406.9,1414.9,1401.5,75100.0,1392.6650000000002,60.88525130813316,19.770956801623672,6.656548390264106,0.5791433940592823,6.077404996204824,-1
2010-12-30,1405.9,1412.2,1415.4,1403.5,64920.0,1393.5449999999998,57.52426533640812,19.20874492865768,7.2412205161299426,0.9310524159400941,6.310168100189848,-1
2010-12-31,1421.4,1405.0,1422.0,1404.6,44810.0,1395.15,62.11728667974073,19.0795487187485,8.853243172963175,2.034460058218661,6.818783114744514,-1
2011-01-03,1422.9,1420.4,1424.4,1413.1,77200.0,1395.985,62.53944563717407,18.52386609398554,10.134990346573659,2.6529657854633157,7.482024561110343,-1
2011-01-04,1378.8,1414.8,1417.8,1375.0,211910.0,1394.1200000000001,46.22856644571126,20.622163383612275,7.505761034199622,0.018989178471423784,7.486771855728199,0
2011-01-05,1373.7,1380.7,1385.2,1364.0,202340.0,1392.355,44.77422074984852,20.66343746436456,4.9534501936309425,-2.026657329677805,6.980107523308748,0
2011-01-06,1371.7,1376.4,1380.0,1364.3,173240.0,1391.78,44.187140294285996,20.30890592398948,2.737782723742157,-3.393859839653273,6.13164256339543,0
2011-01-07,1368.9,1371.7,1379.0,1352.7,223830.0,1390.585,43.330543505432765,20.736841543446477,0.7472992903674367,-4.307474618422395,5.054773908789832,0
2011-01-10,1374.1,1369.8,1376.4,1365.0,118860.0,1390.0449999999998,45.445686048608174,20.069923815229263,-0.4058976935054943,-4.368537281836261,3.962639588330767,0
2011-01-11,1384.3,1375.7,1386.8,1372.4,152150.0,1389.36,49.43264991959949,19.664928989087763,-0.4910987755313272,-3.562990691089676,3.0718919155583486,0
2011-01-12,1385.8,1381.1,1389.0,1376.3,147500.0,1388.435,50.01122729430785,19.167433755701634,-0.4325970731238158,-2.803591190945732,2.3709941178219163,-1
2011-01-13,1387.0,1387.1,1392.9,1369.1,202000.0,1388.475,50.49918064984697,19.49833153332068,-0.2861060290936166,-2.1256801175324265,1.8395740884388097,-1
2011-01-14,1360.5,1373.6,1377.8,1354.6,200390.0,1387.95,40.9848454580413,20.41987976903615,-2.2820334899920454,-3.297286062744684,1.0152525727526387,0
2011-01-17,1368.2,1361.2,1376.0,1356.8,165110.0,1387.4,44.27040639612487,20.332745456965295,-3.205543227277076,-3.3766366400237717,0.17109341274669576,-1
2011-01-19,1370.2,1367.8,1378.9,1365.5,137090.0,1386.605,45.124970601068725,19.83754912674729,-3.7330161755514837,-3.1232876706385433,-0.6097285049129402,-1
2011-01-20,1346.5,1369.9,1370.9,1342.4,242890.0,1384.49,37.739786952896516,20.456295880082916,-5.994335252683186,-4.307685398216196,-1.6866498544669895,0
2011-01-21,1341.0,1345.5,1349.7,1337.0,161570.0,1382.1699999999998,36.25681464729585,19.90227452763159,-8.136458914222885,-5.159847247804716,-2.9766116664181688,0
2011-01-24,1344.5,1343.0,1352.4,1331.8,182110.0,1380.37,37.92835509152407,19.952112079595206,-9.442835470538057,-5.172979043295911,-4.269856427242146,0
2011-01-25,1332.3,1333.8,1338.0,1321.9,227630.0,1377.84,34.5293771847875,20.141246995269732,-11.331958579097773,-5.6496817214845,-5.682276857613273,0
