Date,Gold,TRIX,KAMA,SMA_50,SMA_200,MACD,MACD_Signal,RSI_14,Volume,BB_Width,ATR,Elder_Force,flux_dollars,shares
2011-03-01,1430.699951171875,,1194.0224692289332,822.2280010986328,,169.34944764185389,154.66996416043776,74.95642080166228,116,0.527005156578929,54.360646340156514,81282.92591740534,0.0,0.0
2011-04-01,1428.0999755859375,,1219.4987745277322,841.7100006103516,,170.78118575366148,157.8922084790825,74.68165968878333,5318,0.5365153461515774,50.66345557199801,79485.30533541166,0.0,0.0
2011-06-01,1542.4000244140625,,1259.6359398033535,864.1420013427735,,179.07464616653897,162.1286960165738,78.42573271192072,2845,0.4927985781012516,55.208926518864224,46354.42313326322,0.0,0.0
2011-07-01,1482.300048828125,,1283.5357937232284,885.1300024414063,,178.7373348060512,165.45042377446927,72.36596472297022,66,0.5147558958068947,55.55828716651232,63930.024827223555,0.0,0.0
2011-08-01,1619.0,,1321.626259957686,908.9920025634766,,187.34100622899768,169.82854026537495,76.76381963705678,2889,0.48156546329776384,61.35412030975251,94117.88320688102,0.0,0.0
2011-09-01,1826.0,,1387.9970106507342,937.2060028076172,,208.45965470875353,177.55476315405068,81.55166780658709,263,0.48555250932192096,71.75739743048447,96791.75993464544,0.0,0.0
2011-11-01,1711.0,,1416.2907472658896,962.8700030517579,,213.4562065979212,184.7350518428248,72.60145918176445,246,0.5241307074903536,74.84615475687845,59743.588162935695,0.0,0.0
2011-12-01,1735.300048828125,,1447.0655116118337,988.9380041503906,,216.87680007460767,191.16340148918135,73.26904750945076,1350,0.514762649422853,71.23571861911034,62338.20861816406,0.0,0.0
2012-02-01,1747.0999755859375,,1479.0709132217098,1015.03400390625,,218.02652644215505,196.5360264797761,73.60536833117962,2027,0.505524171350292,66.99030491473192,64051.93565955529,0.0,0.0
2012-03-01,1721.0999755859375,,1500.7669368495262,1040.2800036621093,,214.36860235471,200.1025416547629,71.47157957862514,214,0.5240642216901217,64.06242599225108,62802.44421386719,0.0,0.0
2012-05-01,1661.699951171875,,1514.178554855269,1063.4640026855468,,204.32129689300086,200.9462927024105,66.71327588563732,25,0.5234180106473622,63.729397308094754,62583.290395883414,0.0,0.0
2012-06-01,1620.5,,1522.7203710836154,1084.4860021972656,,190.83442275523862,198.9239187129761,63.55282949048073,2820,0.506082955158289,62.12015115550763,40064.58062274639,0.0,0.0
2012-08-01,1603.699951171875,,1531.0713677402375,1105.290001220703,,176.7528573817542,194.48970644673173,62.25765744146853,3530,0.4708845842924856,58.88300098926601,47170.89297250601,0.0,0.0
2012-10-01,1780.5,,1557.5091420053573,1127.750001220703,,177.80972194002265,191.15370954538992,69.33926232747577,816,0.41705242822771726,67.30564726347022,57455.60394756611,0.0,0.0
2012-11-01,1714.0999755859375,,1572.900880674118,1149.4800012207031,,171.31456006586313,187.18587964948455,64.44839912543459,24,0.40337462129836305,67.24095991708396,58396.609299879805,0.0,0.0
2013-02-01,1669.4000244140625,,1580.3356471297811,1169.942001953125,,160.70764727819983,181.8902331752276,61.31307194317805,3250,0.3786735822547216,65.63088786385474,22207.495436448316,0.0,0.0
2013-03-01,1571.9000244140625,,1579.7943951620377,1188.892001953125,,142.78818401403964,174.06982334299,55.02505804090028,68,0.37072116619185436,67.90725301643654,22002.618389423078,0.0,0.0
2013-04-01,1600.0,,1581.121078748844,1208.5600024414061,,129.3630962154814,165.12847791748828,56.41248007204862,688,0.3356005434177382,65.06387605711518,-6889.1797438401445,0.0,0.0
2013-05-01,1446.300048828125,,1576.2286363264502,1224.592003173828,,105.10967694973237,153.1247177239371,47.73781049343329,131,0.3592646630897388,71.39502427959802,-12625.771559495191,0.0,0.0
2013-07-01,1255.9000244140625,,1574.147631418076,1236.562003173828,,69.72127327601811,136.4440288343533,39.611754965293485,150,0.4446598992035069,79.89538143205975,-12646.541071965145,0.0,0.0
2013-08-01,1311.0,,1570.0908488829841,1249.5360034179687,,45.596211204880774,118.2744653084588,42.653968861886234,1562,0.45561289731058724,78.12428101447959,-8549.53369140625,0.0,0.0
2013-10-01,1286.0,,1566.4769630868313,1261.7680029296876,,24.180892360486723,99.45575071886438,41.62923968519158,815,0.49896831892059146,74.32968951344535,-11956.722271259014,0.0,0.0
2013-11-01,1313.0999755859375,,1562.9510460016172,1274.6060021972655,,9.288764339848285,81.42235344306116,43.221617951226946,21,0.522706153100325,70.95613851862336,-11484.945387620191,0.0,0.0
2014-04-01,1279.5999755859375,,1561.1103640047527,1286.9260021972657,,-5.157076865379622,64.106467381373,41.70694166407483,884,0.5717423394222807,68.28070005300741,-13648.714571439303,0.0,0.0
2014-05-01,1283.0999755859375,,1558.995403050301,1297.6440014648438,,-16.137071235682015,48.057759657961995,41.93588842956893,25,0.601990361338001,63.6535071920783,-4704.76362492488,0.0,0.0
2014-07-01,1326.4000244140625,,1557.1877013124717,1308.3580017089844,,-21.101597730561934,34.22588818025721,44.82310874161385,51,0.5697879906918677,62.19968873751021,26.9652099609375,0.0,0.0
2014-08-01,1293.5999755859375,,1555.8484607424944,1316.0560009765625,,-27.36723807915814,21.907262928374138,43.07577436976974,1985,0.5907398097406525,60.09971445826841,-16078.953002929688,0.0,0.0
2014-10-01,1214.5999755859375,,1552.1301343021235,1322.69,,-38.266332505219,9.87254384165551,39.120176486985464,178,0.6394226443017984,61.44973485410638,-17038.060650165266,0.0,0.0
2014-12-01,1218.0,,1547.7015500591906,1330.0719995117188,,-46.09819846975506,-1.321604620626605,39.37819302712279,5524,0.6327877613516047,57.30332696553182,-4418.324021559495,0.0,0.0
2015-04-01,1208.0999755859375,,1543.9874594681298,1335.3839990234376,,-52.49868573460435,-11.557020843422155,38.86173473004417,1632,0.6295878657535435,53.917376783284006,-5151.15785569411,0.0,0.0
2015-05-01,1174.5,,1536.2288996947595,1340.6939990234375,,-59.59537682093287,-21.1646920389243,37.084052847366245,23,0.6487302692768699,52.4661338406164,-6697.741135817308,0.0,0.0
2015-06-01,1188.300048828125,,1529.4751160143257,1346.8459997558593,,-63.37545424050313,-29.606844479240067,38.33177998551008,1236,0.6386364657630128,49.70427062543844,-3836.8523700420674,0.0,0.0
2015-07-01,1169.0,,1516.865208273652,1354.7340002441406,,-67.15443099436993,-37.11636178226604,37.22005252822809,455,0.6451251285858912,47.53254049705891,-2315.430720402644,0.0,0.0
2015-09-01,1138.699951171875,,1504.7326787446214,1358.9859997558594,,-71.76697301865329,-44.04648402954349,35.4802665625922,375,0.5925695484070428,46.30164823499221,-9809.944580078125,0.0,0.0
2015-10-01,1114.199951171875,,1481.4747749311007,1363.517999267578,,-76.51734670698193,-50.54065656503118,34.092596069150844,1181,0.5408092678440659,44.74438764677848,-10468.367657001201,0.0,0.0
2015-12-01,1063.800048828125,,1426.3772455400838,1365.222000732422,,-83.38766192945309,-57.11005763791556,31.37415564041481,3441,0.503486193219837,45.14835298227644,-23852.61099947416,0.0,0.0
2016-02-01,1127.9000244140625,,1399.3627372952335,1368.9600012207031,,-82.70671241963987,-62.22938859426042,38.131024983572345,1682,0.4198260118625314,46.502040311109376,-13281.060312124398,0.0,0.0
2016-03-01,1230.300048828125,,1388.0245234458682,1374.472001953125,,-73.0620154154492,-64.39591395849817,47.092896009593474,477,0.28323138412648413,50.494753461320315,-9530.497877854566,0.0,0.0
2016-04-01,1222.199951171875,,1376.1931943350335,1378.9260009765626,,-65.3191749498103,-64.5805661567606,46.51887230838298,1602,0.23542962216437147,47.466563760958145,-10698.548565204326,0.0,0.0
2016-06-01,1211.9000244140625,0.5490222346158147,1364.8249187620784,1379.182001953125,,-59.330115466530515,-63.53047601871458,45.755137030859935,2717,0.23600448083576464,44.811803975019174,-7842.91810960036,0.0,0.0
2016-07-01,1336.699951171875,0.5055014798542867,1363.851035097424,1383.83,,-44.006156010727636,-59.62561201711719,55.325678618620074,137,0.21951755165507214,50.52524131664727,-5446.026573768029,0.0,0.0
2016-08-01,1351.4000244140625,0.46741792524216397,1363.5043770543712,1388.5019995117189,,-30.326054799417307,-53.76570057357721,56.30362084981929,1257,0.22957966688741693,47.96630073990014,-5469.391404371995,0.0,0.0
2016-09-01,1312.199951171875,0.43318309253910225,1361.9541004173416,1392.2439990234375,,-22.389502088514746,-47.49046087656472,52.97345690229466,225,0.23627985783674202,47.34014163292067,-4905.020376352163,0.0,0.0
2016-11-01,1286.4000244140625,0.40178717220176186,1356.4852590439134,1393.4759985351564,,-17.97436802972993,-41.58724230719776,50.84203938588614,49,0.24183028351142505,45.801554856127225,-4942.820143479567,0.0,0.0
2016-12-01,1166.9000244140625,0.37031882186531195,1341.296816187342,1392.687998046875,,-23.8431448437334,-38.03842281450489,42.34371524420803,1588,0.26548194653061447,51.065729509261,-20852.270939753605,0.0,0.0
2017-02-01,1205.5999755859375,0.3399449127315046,1332.7833055426727,1391.8739965820312,,-25.082297013715106,-35.44719765434694,45.51969036343223,1145,0.24333367414095425,50.182459628019146,-16768.196608323316,0.0,0.0
2017-03-01,1248.9000244140625,0.3116968315656221,1329.4656914622449,1390.5299975585938,,-22.313169639078524,-32.820392051293254,48.910656200892184,138,0.22890074805650004,49.69085885659813,-15434.51006610577,0.0,0.0
2017-05-01,1253.300048828125,0.2855315736018271,1326.0704948565085,1388.5919995117188,,-19.53834516564507,-30.163982674163616,49.256290981888995,34,0.23011906163841458,46.455799253559874,-13197.271540715145,0.0,0.0
2017-06-01,1267.0,0.2615990064875229,1324.7659613452872,1386.1859985351562,,-16.0488045853906,-27.340947056409014,50.38187034068835,825,0.23081183474631214,44.11609581915381,1012.6148963341346,0.0,0.0
2017-08-01,1272.5999755859375,0.23982225808281132,1324.4828784279375,1384.8459985351562,,-12.685219986194625,-24.409801642366137,50.861676747706866,1061,0.23321926391203898,41.364944373924075,-6823.891629732572,0.0,0.0
2017-09-01,1324.5,0.22112612763585116,1324.482967023038,1382.7219995117186,,-5.765199107797571,-20.680881135452424,55.18679304399813,313,0.23266503789089152,42.11745009107682,-9331.591937725361,0.0,0.0
2017-11-01,1274.0999755859375,0.2040048801643657,1324.2296543349548,1379.6419995117187,,-4.298344821767159,-17.40437387271537,50.53502736785374,78,0.2426479676453216,42.70906254271865,-8635.810819185697,0.0,0.0
2017-12-01,1278.800048828125,0.18841942463487804,1323.9143398291344,1374.37,,-2.725181406591446,-14.468535379490586,50.950247170584504,823,0.24003365457308098,39.99413473553785,-6185.57533616286,0.0,0.0
2018-02-01,1344.300048828125,0.1756383320610455,1324.1140022919315,1371.61,,3.7634814560856285,-10.822132012375343,56.43816733397833,1680,0.22913004554011782,41.815982254428,963.8408203125,0.0,0.0
2018-03-01,1302.9000244140625,0.16435155635099452,1323.9955729643252,1365.2880004882813,,5.501736948445114,-7.557358220211253,52.44413250130141,43,0.22052293449615096,41.78627098011618,-594.4817270132212,0.0,0.0
2018-05-01,1303.800048828125,0.1543929971072222,1323.8770818980552,1354.8440014648438,,6.872716994595521,-4.671343177249898,52.522794046694166,28,0.17700495099285413,38.86582479682663,85.91959322415866,0.0,0.0
2018-06-01,1294.800048828125,0.1454012644813929,1323.7535822624372,1346.5200024414062,,7.150576381242217,-2.3069592655514746,51.603591545160334,663,0.14961559602638783,36.7325515970533,-275.8345289963942,0.0,0.0
2018-08-01,1217.9000244140625,0.1356145116441665,1323.2879769911508,1336.172001953125,,1.152309549929214,-1.6151055024553367,44.446031247889294,1026,0.16115194855665554,39.601656798268245,8252.363544170674,0.0,0.0
2018-10-01,1187.0999755859375,0.12460281160204811,1322.3941677000407,1324.972001953125,,-6.017302940094396,-2.4955449899831486,41.9370763884191,180,0.17336739912604981,38.97297051468659,4417.32870718149,0.0,0.0
2018-11-01,1236.0,0.11374236658554526,1321.8561650896606,1315.2700024414062,,-7.665090801639735,-3.5294541523144662,47.04784108493752,14,0.16277486023278936,39.68204579321343,4010.3435997596152,0.0,0.0
2019-02-01,1316.9000244140625,0.1048383004838449,1321.765657806363,1308.37400390625,,-2.4151780242170844,-3.30659892669499,54.2262435079382,878,0.1495098491057629,42.62618712327408,9462.69903094952,0.0,0.0
2019-03-01,1296.4000244140625,0.09716997065536415,1321.4134761278237,1301.8920043945313,,0.09019726321344024,-2.6272396887133036,52.29175033822144,110,0.14244421129332424,41.04574518589736,8419.817514272836,0.0,0.0
2019-04-01,1288.4000244140625,0.09040497348289378,1320.9062329221367,1295.586005859375,,1.4138936022179678,-1.8190130305270493,51.51933876841605,675,0.1407954841049081,38.68533481547612,7547.388737605168,0.0,0.0
2019-05-01,1281.4000244140625,0.08428485938303254,1320.1652946885497,1285.6040063476562,,1.876460322495177,-1.0799183599226039,50.81208488193758,70,0.141294276968528,36.42209661437068,6260.103534405048,0.0,0.0
2019-07-01,1385.5999755859375,0.08096441835030443,1322.617918875367,1279.0340063476563,,10.529732799984458,1.242011872058809,59.684322816298604,214,0.13254001221443087,41.2633719399067,8277.795184795674,0.0,0.0
2019-08-01,1420.9000244140625,0.08069863874811123,1328.111092532692,1274.0640063476562,,20.005323590004764,4.994674215648,62.17354079867488,2431,0.14706374940393852,40.83742028906515,14581.353525015023,0.0,0.0
2019-10-01,1482.0,0.08420724193507478,1336.637138622516,1272.266005859375,,32.07531073901282,10.410801520320964,66.0776770762987,219,0.1781605793266881,42.284745667413176,7146.037729116587,0.0,0.0
2019-11-01,1508.0,0.09128181546667058,1343.9978800366252,1270.426005859375,,43.24039684448621,16.976720585154013,67.60968645842158,235,0.20907085550761736,41.12154954831224,7752.976271409255,0.0,0.0
2020-04-01,1578.199951171875,0.10264363200498394,1357.2962016542479,1273.06400390625,,57.09519947821764,25.00041636376674,71.3693975447014,2158,0.24500917856763602,43.19857823570958,19404.22965181791,0.0,0.0
2020-05-01,1694.5,0.11979864874054336,1384.0065306477106,1281.8360034179686,,76.57694105528549,35.315721302070486,76.28137720466849,337,0.29283961047290896,48.42011184945354,22878.084763746996,0.0,0.0
2020-06-01,1737.800048828125,0.14233969074475272,1407.2816229167677,1290.3720043945314,,94.4218770571656,47.136952453089506,77.80794720130314,871,0.3446131094964561,48.05439306221579,31848.374577448918,0.0,0.0
2020-07-01,1773.199951171875,0.1696814724129414,1432.6167952897356,1300.1160034179688,,110.15084331902722,59.73973062627705,78.99805196828545,331,0.3867036695379947,47.150500868039664,33176.17276705228,0.0,0.0
2020-09-01,1968.199951171875,0.20463811148461186,1494.4798422795366,1313.2180029296876,,136.7743827741151,75.14666105584466,84.06686422362995,186,0.42558306340072016,57.7111793774654,35913.51120229868,0.0,0.0
2020-10-01,1908.4000244140625,0.24398445025040072,1536.7452190710635,1325.79400390625,,151.30423425512345,90.37817569570042,77.86080071105785,730,0.48742957755539107,57.86037561891876,27091.652127779445,0.0,0.0
2020-12-01,1814.0999755859375,0.2842842806169532,1567.7807026167775,1336.41400390625,,153.4412452325289,102.99078960306612,69.18695781985093,1859,0.5333415171507035,60.463209419576344,13780.206683819111,0.0,0.0
2021-02-01,1860.800048828125,0.3256738364518563,1600.928918753227,1347.1020043945311,,157.09228537109766,113.81108875667243,70.9149915209788,1494,0.5402740988373653,59.48012826404857,19562.507408728965,0.0,0.0
2021-03-01,1722.5,0.36434907950859685,1608.4622420968954,1355.6800048828125,,147.13007890225026,120.474886785788,60.155695906699,407,0.5807664156251251,65.11012259005403,15270.344341571514,0.0,0.0
2021-04-01,1726.5,0.40023006247986714,1615.7702674951438,1365.9180053710938,,137.96732364714467,123.97337415805933,60.343103356703644,720,0.5616129863563742,60.7451138336216,13776.591299203727,0.0,0.0
2021-06-01,1902.9000244140625,0.4368578429400749,1639.6867833069034,1379.616005859375,,143.28804642164914,127.8363086107773,67.58415010073816,640,0.49944496975386155,69.00617887508166,15859.791062575121,0.0,0.0
2021-07-01,1775.9000244140625,0.47076997049830815,1646.8996659213435,1390.9720068359375,,135.6927375250741,129.40759439363666,59.20278894174721,44,0.508205800690107,73.14859466971868,14400.64532001202,0.0,0.0
2021-09-01,1813.0999755859375,0.502593058442824,1655.4321375605227,1403.7440063476563,,131.16315842579797,129.75870720006893,60.738671544388744,114,0.4806145954962922,70.5808344198727,14256.860276442309,0.0,0.0
2021-10-01,1757.0,0.5309352269932788,1660.5369654184897,1415.1180053710937,,121.64439431636674,128.1358446233285,57.23902063246473,2220,0.46316656485063845,69.5464873603059,-6976.481295072115,0.0,0.0
2021-11-01,1795.0999755859375,0.5566452866067717,1667.7894996948216,1427.6400048828125,,115.83972653587443,125.67662100583769,58.968149071431476,142,0.41239269448340393,67.30030794785101,-9575.167442908654,0.0,0.0
2021-12-01,1781.5999755859375,0.5793856906482597,1672.8373743457978,1440.4980053710938,,108.89487597809966,122.32027200029009,58.072081505901,1128,0.35805014624802367,63.457428808718795,-13647.655329777645,0.0,0.0
2022-02-01,1800.300048828125,0.5995732631125961,1679.7452553631695,1454.2200073242188,,103.70453023303071,118.59712364683821,59.001445889459035,223,0.31201539549982843,60.260474839680846,-14228.213125375602,0.0,0.0
2022-03-01,1942.4000244140625,0.6200410477254836,1698.1470060519273,1471.7920068359374,,109.79181261360122,116.83606144019082,65.29640076004006,547,0.260020274238889,66.10615346441347,-11039.083383413461,0.0,0.0
2022-04-01,1919.0999755859375,0.6397329130480411,1712.9414343065027,1487.616005859375,,111.4511688444129,115.75908292103523,63.57277583322389,1016,0.23354908906053556,63.04857456182143,-9502.075927734375,0.0,0.0
2022-06-01,1843.300048828125,0.6567722007658983,1721.7004883536997,1499.876005859375,,105.43441767312197,113.69414987145258,58.19122256946242,1623,0.19976466965783674,63.95938543296365,-5480.498262845553,0.0,0.0
2022-07-01,1798.9000244140625,0.670321476136504,1726.6673923874755,1511.4100073242187,,95.97702472044034,110.15072484125014,55.241371907039294,77,0.1688479083455249,62.562288217327854,-11110.39913236178,0.0,0.0
2022-08-01,1769.0,0.6800520695709134,1728.924600895335,1522.5520068359374,,85.08844396698464,105.13826866639704,53.28252557363031,705,0.1617767092001884,60.22926937423747,-8402.045081505408,0.0,0.0
2022-09-01,1696.5999755859375,0.684940562301728,1727.8352200675884,1529.7500073242188,,69.81233523005562,98.07308197912876,48.77265419608762,683,0.17548580905057995,61.09860901993925,-12427.36944110577,0.0,0.0
2022-11-01,1645.0,0.6846571206978513,1725.3822036458964,1535.6220068359376,,52.932054432386394,89.04487646978029,45.79745424551933,985,0.20199769304423382,60.420135203224845,-25021.36879319411,0.0,0.0
2022-12-01,1801.0999755859375,0.6829969556860327,1728.7712121260884,1545.4000073242187,,51.555968618476754,81.54709489951958,54.78360541371098,1053,0.16645647800767224,67.25440951627574,-11947.42461688702,0.0,0.0
2023-02-01,1927.800048828125,0.6824275343685127,1740.2265058876274,1558.2280078125,,59.99743465118945,77.23716284985355,60.506760430611465,2290,0.15854649490872072,71.50052835384086,10045.06563626803,0.0,0.0
2023-03-01,1837.699951171875,0.6807947294101835,1743.6705758156234,1571.6440063476562,,58.73991523813038,73.53771332750891,55.15993052057369,211,0.16701282950704485,72.82906901829865,18162.821420522836,0.0,0.0
2023-05-01,1983.4000244140625,0.680826048219263,1754.3228816577105,1587.2000073242189,,68.70807635276697,72.57178593256052,61.140098161360335,210,0.17201926916145288,78.03414074857642,20100.269024188703,0.0,0.0
2023-06-01,1978.0,0.6818402743666852,1762.9754942423228,1601.7820068359374,,75.30411999242597,73.1182527445336,60.816364266796505,750,0.18189497712250424,72.84598958182542,20960.11376953125,0.0,0.0
2023-08-01,1940.699951171875,0.682690332456426,1768.6852743450377,1615.5300048828126,,76.63829137062817,73.82226046975252,58.511723237046134,688,0.1862503931920031,70.30699381370395,18665.302236703727,0.0,0.0
2023-09-01,1939.800048828125,0.6831369189537861,1773.25434849554,1628.986005859375,,76.73842441307283,74.40549325841658,58.454170099976444,167,0.18988103659249744,65.34934442299296,12674.61221078726,0.0,0.0
2023-11-01,1978.800048828125,0.6837226111787942,1777.581656299251,1643.1100073242187,,79.05347537894181,75.33508968252163,60.27770609366101,41,0.19377401680614692,63.467248392779176,14618.600642277645,0.0,0.0
2023-12-01,2071.0,0.6858351796154016,1784.7985364572683,1658.0400073242188,,87.32134930176426,77.73234160637016,64.27039839585721,614,0.2067895916946465,65.51958430557174,28436.604576697715,0.0,0.0
2024-02-01,2053.0,0.688563229735939,1790.2570651011067,1673.6180078125,,91.36801577347114,80.45947643979035,62.94029082702972,947,0.21841001763062542,62.12532828374519,27388.358567457934,0.0,0.0
2024-03-01,2086.89990234375,0.6920983800421832,1793.244003686904,1689.7800048828126,,96.20151572290297,83.60788429641288,64.43319275674304,1210,0.22900889265044486,60.10922643088839,32165.158494215746,0.0,0.0
2024-04-01,2236.5,0.6986258185410321,1804.4902265202622,1707.62400390625,,110.82604323736768,89.05151608460383,70.1482124138107,400,0.24773510683374295,66.50143151841422,40572.02432016226,0.0,0.0
2024-05-01,2299.89990234375,0.7082991226282642,1825.7071808039598,1727.5640014648438,,126.0785736053258,96.45692758874823,72.18783161862855,42,0.2773944705488442,66.27989372022391,44686.5452317458,0.0,0.0
2024-07-01,2327.60009765625,0.7205526951012731,1846.3193341686977,1748.0400024414062,,138.8014711139217,104.92583629378292,73.05409595386458,237,0.3106533048073098,63.52420097681506,32547.443077674277,0.0,0.0
2024-08-01,2435.0,0.7362669670040622,1892.0163648835894,1770.8440014648438,,155.75528363823264,115.09172576267287,76.15519159315357,690,0.3421403823372543,66.65817964588184,15929.194223257211,0.0,0.0
